"","name","iata_code","icao_code"
"708","Chengdu Airlines","EU","UEA"
"709","Chong Qing Airlines","OQ","CQN"
"710","Colorful GuiZhou Airlines","GY","CGZ"
"711","Corendon Dutch Airlines","CD","CND"
"712","Corporate Air",NA,"MLN"
"713","Coyne Airways","7C*","COY"
"714","Cygnus Air","Y2*","RGN"
"715","DAT","R6","DNU"
"716","DC Aviation",NA,"DCS"
"717","Dena Airways","D9","DAI"
"718","DHL Aviation","ES*","DHX"
"719","DHL Aero Expreso","D5*","DAE"
"720","Easyfly","VE","EFY"
"721","EasyJet Europe","EC*","EJU"
"722","Eclair Aviation",NA,"ECC"
"723","EGO Airways","E3","EGW"
"724","Elit'Avia",NA,"EAV"
"725","Elitavia Malta",NA,"EAU"
"726","Enter Air","E4*","ENT"
"727","Equaflight Service","E7","EKA"
"728","Euro-Asia Air","6Z","EAK"
"729","Executive Flight Services",NA,"XSR"
"730","ExpressJet Airlines","EV","ASQ"
"731","Falcon Aviation Services",NA,"FVS"
"732","Fly Mid Africa",NA,"MFG"
"733","Flying Service",NA,"FYG"
"734","FlyPelican","FP",NA
"735","Freedom Airlines Express","4F","FDT"
"736","Fuji Dream Airlines","JH","FDA"
"737","Gama Aviation",NA,"GMA"
"738","Gazpromavia","4G*","GZP"
"739","German Air Force",NA,"GAF"
"740","Global Aviation Services Group","5S","GAK"
"741","GlobeAir",NA,"GAC"
"742","Go2Sky","6G","RLX"
"743","Grand China Air","CN","GDC"
"744","Great Dane Airlines","DW","GDE"
"745","Heli Air Monaco","YO","MCM"
"746","HiSky Europe","H4","HYS"
"747","Holiday Europe","5Q","HES"
"748","IBC Airways","II","CSQ"
"749","IrAero","IO","IAE"
"750","Isles Of Scilly Skybus","5Y*","IOS"
"751","JC (Cambodia) International Airlines","QD","JCC"
"752","Jeju Air","7C","JJA"
"753","Jet Linx Aviation","JL*","JTL"
"754","Jetbee Czech",NA,"JBC"
"755","JetSmart Airlines","WJ","JES"
"756","Jin Air","LJ","JNA"
"757","Joy Air","JR","JOY"
"758","Air Juan","AO",NA
"759","K-Mile Air","8K","KMI"
"760","Kalitta Charters","K9*","KFS"
"761","Karun Airlines","NV","KRU"
"762","Air KBZ","K7","KBZ"
"763","Kish Air","Y9","KIS"
"764","LATAM Airlines Chile","LA","LAN"
"765","Air Libya","7I","TLR"
"766","Air Lift",NA,"IFI"
"767","Linear Air","O2","HPN"
"768","Lipican Aer",NA,"LIP"
"769","LongJiang Airlines","LT","SNG"
"770","Air Macau","NX","AMU"
"771","Malawian Airlines","3W*","MWI"
"772","Maldivian","Q2","DQA"
"773","Manta Aviation","NR","MAV"
"774","Max Aviation",NA,"MAX"
"775","Medaiva","N5*","MDM"
"776","Meregrass","WC","QHD"
"777","Modern Logistics","WD","MWM"
"778","Aero Mongolia","M0","MNG"
"779","Nam Air","IN","LKN"
"780","Nesma Airlines",NA,"NSS"
"781","Norwegian Air UK","DI","NRS"
"782","Omni Air Transport",NA,"DRL"
"783","Overland Airways","OF","OLA"
"784","Pacific Air Express","PE*","PCF"
"785","Pan Pacific Airlines","8Y*","AAV"
"786","Panaviatic",NA,"VPC"
"787","Pascan","P6*","PSC"
"788","Phoenix Air Group","PH*","PHA"
"789","Polar Airlines","PI","RKA"
"790","Qingdao Airlines","QW","QDA"
"791","Rectrix Aviation",NA,"RIX"
"792","Royal Flight Airlines","RL","ABG"
"793","Air Safaris And Services",NA,"SRI"
"794","Seaborne Airlines","BB*","SBS"
"795","Searca",NA,"SRC"
"796","Silverstone Air Services","K5","SLR"
"797","Sinojet Beijing",NA,"JBE"
"798","Sirius-Aero","SA*","CIG"
"799","Sky Gates Airlines","U3","SAY"
"800","Skytrans Airlines","QN","SKP"
"801","SmartLynx Airlines Malta",NA,"LYX"
"802","Solaris Aviation",NA,"TWY"
"803","SPARFELL Luftfahrt",NA,"LDX"
"804","Spring Airlines Japan","IJ","SJO"
"805","Star Air","OG*","SDG"
"806","STP Airways","8F","STP"
"807","Sunwing Airlines","WG","SWG"
"808","Surf Air",NA,"URF"
"809","Air Tahiti Nui","TN","THT"
"810","Air Tahiti","VT","VTA"
"811","Tailwind Airlines","TI*","TWI"
"812","Tajik Air","7J","TJK"
"813","Air Taxi Benin",NA,"ABT"
"814","Tibet Airlines","TV","TBA"
"815","Timbis Air Services","2T*","TBS"
"816","Titan Airways","ZT*","AWC"
"817","Tyrolean Jet Services Malta",NA,"TYJ"
"818","UPS","5X","UPS"
"819","Air Urga","3N*","URG"
"820","Valljet",NA,"VLJ"
"821","Vasco","0V*","VFC"
"822","Volaris Costa Rica","Q6","VOC"
"823","West Atlantic UK",NA,"NPT"
"824","Wiggins Airways",NA,"WIG"
"825","Wizz Air","W6*","WZZ"
"826","YTO Cargo Airlines","YG","HYT"
"827","Groupe Transair","R2","GTS"
"828","BA Cityflyer","CJ*","CFE"
"829","Air Intersalonika",NA,"NSK"
"830","Sky Mali","ML","FML"
"831","PSI Air 2007","CM*","PHP"
"832","ABS Jets",NA,"ABP"
"833","Aerocardal",NA,"CDA"
"834","African Express Airways","XU","AXK"
"835","AirGO Private Airline",NA,"XGO"
"836","Aklak Air","6L","AKK"
"837","Alaska Central Express","KO*","AER"
"838","Alaska Seaplanes","J5",NA
"839","Albawings","2B","AWT"
"840","Allied Air","4W*","AJK"
"841","ALS Ltd.","K4*","ALW"
"842","American Jet International",NA,"SCM"
"843","Air Antilles","3S","GUY"
"844","Armenia Airways","6A","AMW"
"845","ASG Business Aviation",NA,"ESW"
"846","ASL Airlines Ireland","AG","ABR"
"847","Avianca Cargo","QT","TPA"
"848","Babcock Mission Critical Services Espana","UV*","INR"
"849","Bering Air","8E","BRG"
"850","Bertelsmann AG",NA,"BFD"
"851","Bristow Helicopters Group",NA,"BHL"
"852","Buddha Air","U4","BHA"
"853","Cardig Air","8F*","CAD"
"854","Care Flight",NA,"CFH"
"855","Cargo Air",NA,"CGF"
"856","CargoLogic Germany","6L*","GCL"
"857","Caspian Airlines","RV","CPN"
"858","Cemair","5Z","KEM"
"859","Central Connect Airlines","3B*","JBR"
"860","Air Charter Scotland",NA,"EDC"
"861","China Airlines","CI","CAL"
"862","Cobham Regional Services",NA,"JTE"
"863","Comlux Malta",NA,"MLM"
"864","DAP Helicopteros",NA,"DHE"
"865","Dassault Falcon Service",NA,"DSO"
"866","Elliott Aviation",NA,"ELT"
"867","Emerald Jets",NA,"EFB"
"868","Emetebe.com.ec","ET*","EMT"
"869","European Air Transport","QY","BCS"
"870","Eurostar","9F*",NA
"871","Aero Express Del Ecuador Trans AM","7T","RTM"
"872","Air Falcon",NA,"FPK"
"873","Air Flamenco","F4","WAF"
"874","Flight Options",NA,"OPT"
"875","Grand Canyon Airlines",NA,"CVU"
"876","Hopscotch Air","O2","HPK"
"877","J C Bamford Excavators",NA,"JCB"
"878","JA Air Charter",NA,"LTD"
"879","Jasmin Airways","JO*","JAW"
"880","Jet Aviation Flight Services",NA,"JAS"
"881","Jet Rescue Air Ambulance",NA,"MTS"
"882","Jetfly Aviation",NA,"JFA"
"883","JetNetherlands",NA,"JNL"
"884","JetRight",NA,"JRT"
"885","AB Jets",NA,"FTD"
"886","Jiangxi Air","RY","CJX"
"887","Jonika","JO","JNK"
"888","KlasJet",NA,"KLJ"
"889","Linea Se Aeroservicios",NA,"LSE"
"890","Lineas Aereas Suramericanas","4L","LAU"
"891","Malta Air","AL","MAY"
"892","Millon Express","M2*","MXS"
"893","Mongolian Airways Cargo","XF","MGW"
"894","Montenegro Airlines","YM","MGX"
"895","Mountain Aviation",NA,"FTH"
"896","Multiflight",NA,"MFT"
"897","My Jet Xpress","N7*","NEP"
"898","Myflug H.F.",NA,"MYA"
"899","Air Navigation Services Of The Czech Republic",NA,"CBA"
"900","Netjets",NA,"NJE"
"901","Noble Air Charter",NA,"JLJ"
"902","Nord Helikopter",NA,"NHE"
"903","NORRA","N7","FCM"
"904","Northwest Flyers",NA,"NWF"
"905","Nova Airlines","N9*","NVR"
"906","Omni Air Express","OY*","OAE"
"907","Papillon Airways","HI",NA
"908","Phoebus Apollo Aviation","PE","PHB"
"909","Ravn Alaska","7H","RVF"
"910","Real Tonga Airline","R4","RLT"
"911","Rotana Jet","RG","RJD"
"912","Safe Air","K3","SAQ"
"913","Safi Airways","4Q","SFW"
"914","Saint Barth Commuter","PV*","SBU"
"915","Samaritans Purse",NA,"NSP"
"916","Scenic Airlines","YR","EGJ"
"917","Shell Aircraft",NA,"SHE"
"918","Sky Express","GQ","SEH"
"919","Sky Lease Cargo","GG","KYE"
"920","Sky Regional Airlines","KV","SKV"
"921","Skymark Airlines","BC","SKY"
"922","SkyTaxi","TE","IGA"
"923","Smartlynx Airlines","6Y","ART"
"924","Smartwings Slovakia","6D","TVQ"
"925","Sounds Air","S8","SDA"
"926","Southern Air Charters","PL*","SOA"
"927","Starlink Aviation","Q4","TLK"
"928","Steelman Aviation",NA,"GDS"
"929","SunClass Airlines","DK","VKG"
"930","Suncor Energy",NA,"JSN"
"931","Synergy Aviation","YD","SYG"
"932","Talon Air",NA,"TFF"
"933","Tanana Air Service","Z3","TNR"
"934","Tantalus Air","R0","TTU"
"935","TAR Aerolineas","YQ","LCT"
"936","Tchadia Airlines","OT","CDO"
"937","Thunder Airlines",NA,"THU"
"938","Tradewind Aviation","TJ","GPD"
"939","Transavia France","TO","TVF"
"940","Transportes Aereos Pegaso",NA,"TPG"
"941","Transportes Interilhas De Cabo Verde - TICV","3B","NTB"
"942","Air Travel","A6","OTC"
"943","Travis County EMS",NA,"SFE"
"944","Tri-MG Intra Asia Airlines","GM","TMG"
"945","Turk Hava Kurumu Hava Taksi Isletmesi",NA,"THK"
"946","Tyrol Air Ambulance",NA,"TYW"
"947","UNI Airways","B7","UIA"
"948","Uniworld Air Cargo","U7","UCG"
"949","Van Air Europe","V9","VAA"
"950","Vieques Air Link.","V4*","VES"
"951","Viva Air Colombia","VH","VVC"
"952","Warbelow's Air Ventures","4W","WAV"
"953","Wasaya Airways",NA,"WSG"
"954","Windsor Jet Management",NA,"WJM"
"955","Woodgate Aviation (NI) Ltd.",NA,"CWY"
"956","World Atlantic Airlines","WL","WAL"
"957","Worldwide Jet Charter",NA,"WWI"
"958","Air X Germany",NA,"AXG"
"959","Xfly","EE","EST"
"960","ZanAir","B4","TAN"
"961","ULS Airlines Cargo","GO*","KZU"
"962","Transaviabaltika",NA,"KTB"
"963","Absolute Flight Services",NA,"TTN"
"964","Accounting Centre Of China Aviation","ZY","CCO"
"965","ACT Airlines","9T*","RUN"
"966","AeroLogic","3S*","BOX"
"967","AeroUnion","6R*","TNO"
"968","Airest",NA,"AEG"
"969","Airport Helicopter Basel",NA,"AHE"
"970","Airways Aviation Academy",NA,"AWY"
"971","Alabama Department Of Public Safety",NA,"DPS"
"972","Alerion Aviation",NA,"JPB"
"973","Alkan Air",NA,"AKN"
"974","ALROSA Mirny Air Enterprise","6R","DRU"
"975","Ameristar Jet Charter","7Z*","AJI"
"976","Amtrak","2V*",NA
"977","Asian Wings Airways","YJ*","AWM"
"978","ASL Airlines Hungary",NA,"FAH"
"979","Atlantic Airlines","EX*","BJK"
"980","Atlas Helicopters",NA,"TDT"
"981","Auckland Regional Rescue Helicopter Trust",NA,"WPR"
"982","Aviair","GD",NA
"983","Aviastar-Tu","4B*","TUP"
"984","Avion Express Malta",NA,"MLH"
"985","Aviostart AS",NA,"VSR"
"986","Air Bagan","W9*","JAB"
"987","Bankair","B4*","BKA"
"988","Bay Air Aviation","N6","NMD"
"989","Best Jets International",NA,"DOW"
"990","Big Island Air",NA,"BIG"
"991","Blackbird Air Charter",NA,"BBB"
"992","Blue Bird Airways","BZ","BBG"
"993","Blue Dart Aviation","BZ*","BDA"
"994","BMW",NA,"BMW"
"995","Air Borealis",NA,"LBR"
"996","Boutique Air","4B","BTQ"
"997","Budapest Aircraft Service","RP","BPS"
"998","Bulgarian Air Charter","H6","BUC"
"999","Bundepolizei-Fliegergruppe",NA,"BPO"
"1000","Air Caledonie","TY","TPC"
"1001","Calstar",NA,"CMD"
"1002","Cambodia Airways","KR","KME"
"1003","Cambodia Bayon Airlines","BD","BYC"
"1004","Capital Air Ambulance",NA,"EGL"
"1005","Air Cargo Carriers","2Q","SNC"
"1006","Catreus AOC",NA,"VCG"
"1007","Chater JETS",NA,"LTC"
"1008","CHC Helikopter Service",NA,"HKS"
"1009","Air China Cargo","CA*","CAO"
"1010","Chrono Aviation",NA,"NDL"
"1011","Comlux Aruba","CS","CXB"
"1012","Conair",NA,"FGD"
"1013","Congo Airways","8Z",NA
"1014","ConocoPhillips",NA,"CON"
"1015","Copenhagen Airtaxi",NA,"CAT"
"1016","Costa Rica GREEN AIRWAYS","GW",NA
"1017","Cowi",NA,"COW"
"1018","Dasnair",NA,"DGX"
"1019","DHL De Guatemala","L3*","JOS"
"1020","Aero-Dienst",NA,"ADN"
"1021","EcoJet","8J","ECO"
"1022","Eritrean Airlines","B8","ERT"
"1023","EWA Air","ZD","EWR"
"1024","Execujet Middle East",NA,"EJO"
"1025","Eznis Airways","MG","EZA"
"1026","FAI Rent-a-Jet",NA,"IFA"
"1027","Fair Aviation","2F","FAV"
"1028","Fastjet Zambia",NA,"FJB"
"1029","Flairjet",NA,"FLJ"
"1030","Flightworks",NA,"FWK"
"1031","Fly FC","FC",NA
"1032","Fly Gangwon","4V","FGW"
"1033","Fly Jordan","F0*","FJR"
"1034","Flyme","VP","VQI"
"1035","GainJet",NA,"GNJ"
"1036","GCA Airlines","9A","GCA"
"1037","Genghis Khan Airlines","9D","NMG"
"1038","Geo Sky","D4","GEL"
"1039","Germanwings","4U","GWI"
"1040","Air Glaciers","7T*","AGV"
"1041","Global Air Charter",NA,"RPS"
"1042","Grande Aviation",NA,"GRN"
"1043","Heli Transair","9I","HTA"
"1044","Heliservices",NA,"HSV"
"1045","Hera Flight",NA,"HER"
"1046","Hinterland Aviation Pty Ltd","OI","HND"
"1047","HTM Helicopter Travel",NA,"HTM"
"1048","Inter Iles Air","I7","IIA"
"1049","Budget Lines","BN","BGN"
"1050","Jackson Family Wines",NA,"WNE"
"1051","Japan Air Commuter","JC","JAC"
"1052","Jet Asia","JF","JAA"
"1053","Jet Fighter Flights",NA,"RZA"
"1054","Aero Jet International",NA,"RVQ"
"1055","Jetstream International Airlines","OH","JIA"
"1056","Jung Sky",NA,"JSY"
"1057","Aero K Airlines","RF","EOK"
"1058","Kan Air","K8","KND"
"1059","Kansas Highway Patrol",NA,"KAN"
"1060","Kent State University",NA,"KSF"
"1061","Key Lime Air","KG","LYM"
"1062","Air Labrador","WJ","LAL"
"1063","LATAM Airlines Argentina","4M","DSM"
"1064","Leading Edge Aviation",NA,"LDG"
"1065","Letiurneau University, School Of Aeronautical Science",NA,"JKA"
"1066","Levaero Aviation",NA,"CNP"
"1067","LIAT","LI","LIA"
"1068","Libyan Wings","YL","LWA"
"1069","Lumiwings","L9","LWI"
"1070","Lydd Air",NA,"LYD"
"1071","Mack Air",NA,"MKB"
"1072","Maleth-Aero","DB","MLT"
"1073","Martins Famous Pastry Shoppe",NA,"HGE"
"1074","Maximus Airlines","6M","MXM"
"1075","MedOps","5M*","MDO"
"1076","Mid Airlines","7Y","NYL"
"1077","Mississippi State University",NA,"BDG"
"1078","Air Mobility Command (AMC)","MC","RCH"
"1079","Monacair","QM",NA
"1080","National Airborne Operations Center, U.S. Strategic Command",NA,"OSD"
"1081","National Flight Centre",NA,"TYT"
"1082","Air Nelson",NA,"RLK"
"1083","Norwegian Air International","D8","IBK"
"1084","Oklahoma State University",NA,"OST"
"1085","Orient Thai Airlines","OX","OEA"
"1086","Ortac AOC Ltd.",NA,"ORT"
"1087","Pegasus Elite Aviation",NA,"PEG"
"1088","Penial Air",NA,"PEL"
"1089","Polish Air Navigation Services Agency",NA,"PPU"
"1090","Prescott Support Company","PM*","PSK"
"1091","Presidential Aviation",NA,"PRD"
"1092","Priester Aviation",NA,"PWA"
"1093","Qantaslink",NA,"QLK"
"1094","Quikjet Cargo Airlines","QO","FQA"
"1095","Rahila Air","RI","RIH"
"1096","Reach Air Medical Services",NA,"REH"
"1097","Regency Jet",NA,"LJC"
"1098","Reliance Aviation",NA,"REL"
"1099","Reynolds Jet Management",NA,"RJE"
"1100","Air Routing International L.P.","ZJ","ARC"
"1101","Royal New Zealand Air Force",NA,"KIW"
"1102","Rutaca Airlines","5R","RUC"
"1103","Ryan Air","7S*","RYA"
"1104","Sabre","1S","SBG"
"1105","SaxonAir",NA,"SXN"
"1106","Schwans Shared Services",NA,"TNI"
"1107","Setouchi Seaplanes",NA,"SSN"
"1108","Silesia Air",NA,"SUA"
"1109","Sino Jet Management",NA,"SJM"
"1110","Sjofartsverket",NA,"HMF"
"1111","Skippers Aviation","HK",NA
"1112","Sky KG Airlines","Y3","KGK"
"1113","Sky Prime Charter","UY","SPD"
"1114","Sky Quest",NA,"ERY"
"1115","Skyjet","M8","MSJ"
"1116","Skypower Express Airways","NB","EAN"
"1117","Skyservice Business Aviation",NA,"SYB"
"1118","Slam Lavori Aerei",NA,"SLJ"
"1119","Southern Cross Aviation",NA,"SXF"
"1120","Stabo Air","4E","SBO"
"1121","Starlite Aviation",NA,"TRL"
"1122","Starlux Airlines","JX","SJX"
"1123","Summit Aviation",NA,"YEL"
"1124","Swift Air","WQ","SWQ"
"1125","Swiss Air-Ambulance",NA,"SAZ"
"1126","Tasman Cargo Airlines","HJ*","TMN"
"1127","Terra Avia","T8*","TVR"
"1128","Thrive Aviation",NA,"TIV"
"1129","Tiger Helicopters",NA,"TIG"
"1130","Trans Air Congo","Q8*","TSG"
"1131","Transafrican Air","TA*","TAK"
"1132","Transaviaexport Cargo Airline",NA,"TXC"
"1133","Transwest Air","4T","WEW"
"1134","U.S. Air Force Auxiliary/Civil Air Patrol",NA,"CAP"
"1135","Uganda Airlines","UR","UGD"
"1136","Ultimate Airways",NA,"ULR"
"1137","Ultimate Heli",NA,"ULH"
"1138","University Of Central Missouri",NA,"UCM"
"1139","Air Unlimited",NA,"AUD"
"1140","UR Airlines","UD","UBD"
"1141","Venezolana","AW","VNE"
"1142","Vensecar Internacional","V4","VEC"
"1143","VI Air Link","V6","VIL"
"1144","VIA Rail Canada","2R*","VRR"
"1145","Vipper","VG",NA
"1146","Virgin Orbit",NA,"OBT"
"1147","Viva Airlines Peru","VV","VPE"
"1148","Volaris El Salvador","N3","VOS"
"1149","WDL Aviation","WH","WDL"
"1150","West Link Airlines (Nigeria)","9L*","WLN"
"1151","West Air Luxembourg",NA,"WLX"
"1152","West Air Sweden","PT","SWN"
"1153","Wings Aviation","WA*","WOL"
"1154","Xpressair","XN","XAR"
"1155","Zagros Airlines",NA,"IZG"
"1156","Zagrosjet Airlines","Z4","GZQ"
"1157","Zenith Aviation",NA,"BZE"
"1158","Zetavia","ZK*","ZAV"
"1159","Zimex Aviation","XM","IMX"
"1160","Express Freighters Australia","QE","EFA"
"1161","40-Mile Air","Q5*","MLA"
"1162","Acass Ireland",NA,"SON"
"1163","Aeronautica Militare Italiana",NA,"IAM"
"1164","Aeronaves TSM",NA,"VTM"
"1165","Aeronexus",NA,"ARN"
"1166","Aeroregional",NA,"RER"
"1167","Aerotec",NA,"AEP"
"1168","AeroVis Airlines",NA,"VIZ"
"1169","Aerovista Gulf Express",NA,"VGF"
"1170","AHK Air Hong Kong","LD*","AHK"
"1171","SA Airlink Regional",NA,"REJ"
"1172","AirNet II",NA,"USC"
"1173","Airpac Airlines",NA,"APC"
"1174","Airventure",NA,"RVE"
"1175","Airways Corporation Of New Zealand",NA,"XFX"
"1176","AIS Airlines","IS*","PNX"
"1177","Aitheras Aviation Group",NA,"PXG"
"1178","Alidaunia","D4","LID"
"1179","Alkan Air",NA,"ALN"
"1180","Alliance Executive Jets",NA,"ALE"
"1181","Alpine Aviation","5A","AIP"
"1182","Amakusa Airlines","MZ","AHX"
"1183","AMC Aviation",NA,"AMQ"
"1184","Air Antwerp","WP","ATW"
"1185","Army Air Corps",NA,"AAC"
"1186","Asialink Cargo Express","KP*","AKC"
"1187","Atlantis Armenian Airlines","TD","AEU"
"1188","Avianca Guatemala","GU","GUG"
"1189","Avianca Honduras","WC","ISV"
"1190","Aviastar",NA,"VIT"
"1191","Avionco Ltd",NA,"AEO"
"1192","Ayit Aviation & Tourism",NA,"AYT"
"1193","AZUR Air","ZF","KTK"
"1194","Bangkok Helicopter Services Co",NA,"BHD"
"1195","Beijing VistaJet",NA,"BJV"
"1196","Bel Air Aviation",NA,"BBX"
"1197","BHS Aviation",NA,"BHZ"
"1198","Bighorn Airways",NA,"BHR"
"1199","Billund Air Center",NA,"BIL"
"1200","BN Group",NA,"BNG"
"1201","Bohlke International Airways",NA,"BIA"
"1202","Brazilian Air Force",NA,"BRS"
"1203","Bristow Helicopters",NA,"BHN"
"1204","Bun Air Corporation Ltd.",NA,"BNA"
"1205","BySky",NA,"BYS"
"1206","C.A.I. - Compagnia Aeronautica Italiana",NA,"CPI"
"1207","California Department Of Forestry And Fire Prevention",NA,"CFR"
"1208","Capital Air Services",NA,"WDK"
"1209","Cardiff Aviation Malta",NA,"SGO"
"1210","CAT Aviation",NA,"CAZ"
"1211","Cathelicopters",NA,"HCT"
"1212","Caverton Helicopters","YC*","CJR"
"1213","Cedar Executive",NA,"CDX"
"1214","Central Airlines","I9","HLF"
"1215","Centreline",NA,"CLF"
"1216","Air Charter Scotland Europe",NA,"SCO"
"1217","China Central Longhao Airlines","GI","LHA"
"1218","Air China Inner Mongolia",NA,"CNM"
"1219","Coastal Air","DQ","CXT"
"1220","Coin Aviation",NA,"PCI"
"1221","Columbia Helicopters",NA,"WCO"
"1222","Commerce Bank",NA,"CME"
"1223","Continental Express",NA,"BTA"
"1224","Court Helicopters",NA,"CUT"
"1225","Crystal Air",NA,"CYT"
"1226","CSA Air",NA,"IRO"
"1227","Custom Jet Charters",NA,"CJE"
"1228","Cutter Aviation",NA,"CTF"
"1229","Dalian Airlines",NA,"CCD"
"1230","Directflight",NA,"DCT"
"1231","Dornier Aviation Nigeria Aiep","DO*","DAV"
"1232","Dreamline Aviation",NA,"DLX"
"1233","Eagle Air Iceland (Flugfelagid Ernir)",NA,"FEI"
"1234","Easy Fly Express","8E*","EFX"
"1235","Egyptian Aviation Academy",NA,"FMF"
"1236","Elite Jet",NA,"ELJ"
"1237","Emirates Flight Training Academy",NA,"EFC"
"1238","Aerogaviota","KG","GTV"
"1239","ENAC",NA,"ENF"
"1240","ENAC",NA,"NAK"
"1241","Era Helicopters",NA,"ERH"
"1242","Ernest","EG","ERN"
"1243","Eurocontrol",NA,"EUC"
"1244","European Aviation School Of Barcelona",NA,"EAX"
"1245","Eurowings Europe","E2","EWE"
"1246","ExcelAire",NA,"XLS"
"1247","Executive Airlines",NA,"EXU"
"1248","Executive Helicopters",NA,"EXH"
"1249","Exxaero",NA,"XRO"
"1250","EZ Air","7Z",NA
"1251","Farelogix","F1",NA
"1252","Fiji Link",NA,"FJA"
"1253","First Wing Aircraft Charter And Maintenance",NA,"EGC"
"1254","Flair Airlines","F8","FLE"
"1255","Flightaware",NA,"FWR"
"1256","Fly Art","T2","FLB"
"1257","Flycom",NA,"FLO"
"1258","Flyverhjemmevaernet",NA,"FHV"
"1259","Fokker Flight Operations",NA,"FOP"
"1260","FTC Aviation",NA,"FTC"
"1261","Fumigacion Aerea Andaluza",NA,"FMA"
"1262","Gama Aviation",NA,"GAJ"
"1263","General Aviation Flying Services",NA,"GTH"
